# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct  4 10:05:52 2025
#
# User preference: *
#
# CONSTRAINT:  where (disc_facility like '%K2%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
K2-233 b,K2-233,1,1,3,Transit,2018,K2,Published Confirmed,0,<a refstr=BARRAG_AMP_AACUTE_N_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.522.3458B/abstract target=ref>Barrag&aacute;n et al. 2023</a>,2.46758300000,0.00006200000,-0.00006700000,0,0.0329300000,0.0006600000,-0.0006600000,0,1.31500000,0.03600000,-0.03600000,0,0.11731664,0.00321171,-0.00321171,0,2.40000000,1.50000000,-1.30000000,0,0.00755124,0.00471953,-0.00409026,0,Mass,0.000000,,,0,269.0000,13.0000,-13.0000,0,1127.00,14.00,-14.00,0,0,<a refstr=BARRAG_AMP_AACUTE_N_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.522.3458B/abstract target=ref>Barrag&aacute;n et al. 2023</a>,K3,4796.00,66.00,-66.00,0,0.710000,0.010000,-0.010000,0,0.790000,0.010000,-0.010000,0,-0.0820,0.0280,-0.0280,0,[Fe/H],4.530000,0.220000,-0.220000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m55.18s,230.4799011,-20d13m54.47s,-20.2317975,67.50620000,0.27990000,-0.27750000,10.8830000,0.0140000,-0.0140000,8.3750000,0.0230000,-0.0230000,10.4191000,0.0003430,-0.0003430,2025-08-28,2023-07,2025-08-28
K2-233 b,K2-233,0,1,3,Transit,2018,K2,Published Confirmed,0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,2.46750000000,0.00004000000,-0.00004000000,0,0.0330800000,0.0001000000,-0.0000900000,0,1.34300000,0.01800000,-0.01600000,0,0.11981464,0.00160586,-0.00142743,0,11.26000000,,,1,0.03542792,,,1,Mass,0.079000,0.048000,-0.029000,0,,,,,1121.00,10.00,-9.00,0,0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,,5033.00,41.00,-35.00,0,0.710000,0.010000,-0.010000,0,0.790000,0.010000,-0.010000,0,-0.0900,0.0300,-0.0300,0,[Fe/H],4.640000,0.010000,-0.010000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m55.18s,230.4799011,-20d13m54.47s,-20.2317975,67.50620000,0.27990000,-0.27750000,10.8830000,0.0140000,-0.0140000,8.3750000,0.0230000,-0.0230000,10.4191000,0.0003430,-0.0003430,2021-05-17,2020-08,2021-05-17
K2-233 b,K2-233,0,1,3,Transit,2018,K2,Published Confirmed,0,<a refstr=DAVID_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..222D/abstract target=ref>David et al. 2018</a>,2.46746000000,0.00014000000,-0.00014000000,0,0.0331700000,0.0004400000,-0.0004500000,0,1.39800000,0.06200000,-0.06000000,0,0.12472121,0.00553127,-0.00535284,0,,,,,,,,,,0.000000,,,0,273.0000,30.0000,-30.0000,0,1040.00,28.00,-26.00,0,0,<a refstr=DAVID_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..222D/abstract target=ref>David et al. 2018</a>,K3,4950.00,100.00,-100.00,0,0.745000,0.025000,-0.025000,0,0.800000,0.032000,-0.032000,0,0.0700,0.0600,-0.0600,0,[Fe/H],4.710000,0.100000,-0.100000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m55.18s,230.4799011,-20d13m54.47s,-20.2317975,67.50620000,0.27990000,-0.27750000,10.8830000,0.0140000,-0.0140000,8.3750000,0.0230000,-0.0230000,10.4191000,0.0003430,-0.0003430,2018-04-25,2018-05,2018-04-26
K2-233 c,K2-233,0,1,3,Transit,2018,K2,Published Confirmed,0,<a refstr=DAVID_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..222D/abstract target=ref>David et al. 2018</a>,7.06142000000,0.00084000000,-0.00084000000,0,0.0668700000,0.0008800000,-0.0009000000,0,1.33500000,0.08300000,-0.07700000,0,0.11910072,0.00740476,-0.00686948,0,,,,,,,,,,0.000000,,,0,67.1000,7.4000,-7.3000,0,728.00,20.00,-19.00,0,0,<a refstr=DAVID_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..222D/abstract target=ref>David et al. 2018</a>,K3,4950.00,100.00,-100.00,0,0.745000,0.025000,-0.025000,0,0.800000,0.032000,-0.032000,0,0.0700,0.0600,-0.0600,0,[Fe/H],4.710000,0.100000,-0.100000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m55.18s,230.4799011,-20d13m54.47s,-20.2317975,67.50620000,0.27990000,-0.27750000,10.8830000,0.0140000,-0.0140000,8.3750000,0.0230000,-0.0230000,10.4191000,0.0003430,-0.0003430,2018-04-25,2018-05,2018-04-26
K2-233 c,K2-233,1,1,3,Transit,2018,K2,Published Confirmed,0,<a refstr=BARRAG_AMP_AACUTE_N_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.522.3458B/abstract target=ref>Barrag&aacute;n et al. 2023</a>,7.06024000000,0.00044000000,-0.00043000000,0,0.0664000000,0.0013000000,-0.0013000000,0,1.27200000,0.03800000,-0.03800000,0,0.11348043,0.00339014,-0.00339014,0,4.60000000,1.80000000,-1.70000000,0,0.01447322,0.00566343,-0.00534880,0,Mass,0.000000,,,0,66.2000,3.3000,-3.3000,0,794.00,10.00,-10.00,0,0,<a refstr=BARRAG_AMP_AACUTE_N_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.522.3458B/abstract target=ref>Barrag&aacute;n et al. 2023</a>,K3,4796.00,66.00,-66.00,0,0.710000,0.010000,-0.010000,0,0.790000,0.010000,-0.010000,0,-0.0820,0.0280,-0.0280,0,[Fe/H],4.530000,0.220000,-0.220000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m55.18s,230.4799011,-20d13m54.47s,-20.2317975,67.50620000,0.27990000,-0.27750000,10.8830000,0.0140000,-0.0140000,8.3750000,0.0230000,-0.0230000,10.4191000,0.0003430,-0.0003430,2025-08-28,2023-07,2025-08-28
K2-233 c,K2-233,0,1,3,Transit,2018,K2,Published Confirmed,0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,7.06005000000,0.00024000000,-0.00027000000,0,0.0666600000,0.0002000000,-0.0001800000,0,1.28100000,0.02200000,-0.02100000,0,0.11428336,0.00196271,-0.00187350,0,12.81000000,,,1,0.04030477,,,1,Mass,0.200200,,,1,,,,,790.00,7.00,-6.00,0,0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,,5033.00,41.00,-35.00,0,0.710000,0.010000,-0.010000,0,0.790000,0.010000,-0.010000,0,-0.0900,0.0300,-0.0300,0,[Fe/H],4.640000,0.010000,-0.010000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m55.18s,230.4799011,-20d13m54.47s,-20.2317975,67.50620000,0.27990000,-0.27750000,10.8830000,0.0140000,-0.0140000,8.3750000,0.0230000,-0.0230000,10.4191000,0.0003430,-0.0003430,2021-05-17,2020-08,2021-05-17
K2-233 d,K2-233,0,1,3,Transit,2018,K2,Published Confirmed,0,<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>,24.36543000000,0.00002100000,-0.00002100000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=DAVID_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..222D/abstract target=ref>David et al. 2018</a>,K3,4950.00,100.00,-100.00,0,0.745000,0.025000,-0.025000,0,0.800000,0.032000,-0.032000,0,0.0700,0.0600,-0.0600,0,[Fe/H],4.710000,0.100000,-0.100000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m55.18s,230.4799011,-20d13m54.47s,-20.2317975,67.50620000,0.27990000,-0.27750000,10.8830000,0.0140000,-0.0140000,8.3750000,0.0230000,-0.0230000,10.4191000,0.0003430,-0.0003430,2024-03-04,2023-03,2024-03-04
K2-233 d,K2-233,1,1,3,Transit,2018,K2,Published Confirmed,0,<a refstr=BARRAG_AMP_AACUTE_N_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.522.3458B/abstract target=ref>Barrag&aacute;n et al. 2023</a>,24.36810000000,0.00130000000,-0.00140000000,0,0.1516000000,0.0030000000,-0.0030000000,0,2.36300000,0.06200000,-0.06200000,0,0.21081310,0.00553128,-0.00553128,0,10.30000000,2.40000000,-2.60000000,0,0.03240742,0.00755124,-0.00818051,0,Mass,0.180000,0.090000,-0.090000,0,12.7000,0.6000,-0.6000,0,525.00,6.00,-6.00,0,0,<a refstr=BARRAG_AMP_AACUTE_N_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.522.3458B/abstract target=ref>Barrag&aacute;n et al. 2023</a>,K3,4796.00,66.00,-66.00,0,0.710000,0.010000,-0.010000,0,0.790000,0.010000,-0.010000,0,-0.0820,0.0280,-0.0280,0,[Fe/H],4.530000,0.220000,-0.220000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m55.18s,230.4799011,-20d13m54.47s,-20.2317975,67.50620000,0.27990000,-0.27750000,10.8830000,0.0140000,-0.0140000,8.3750000,0.0230000,-0.0230000,10.4191000,0.0003430,-0.0003430,2025-08-28,2023-07,2025-08-28
K2-233 d,K2-233,0,1,3,Transit,2018,K2,Published Confirmed,0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,24.36450000000,0.00068000000,-0.00068000000,0,0.1522400000,0.0004600000,-0.0004200000,0,2.35800000,0.04300000,-0.03600000,0,0.21036703,0.00383621,-0.00321171,0,21.14000000,,,1,0.06651388,,,1,Mass,0.199900,,,1,,,,,523.00,5.00,-4.00,0,0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,,5033.00,41.00,-35.00,0,0.710000,0.010000,-0.010000,0,0.790000,0.010000,-0.010000,0,-0.0900,0.0300,-0.0300,0,[Fe/H],4.640000,0.010000,-0.010000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m55.18s,230.4799011,-20d13m54.47s,-20.2317975,67.50620000,0.27990000,-0.27750000,10.8830000,0.0140000,-0.0140000,8.3750000,0.0230000,-0.0230000,10.4191000,0.0003430,-0.0003430,2021-05-17,2020-08,2021-05-17
K2-233 d,K2-233,0,1,3,Transit,2018,K2,Published Confirmed,0,<a refstr=DAVID_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..222D/abstract target=ref>David et al. 2018</a>,24.36620000000,0.00210000000,-0.00210000000,0,0.1527000000,0.0020000000,-0.0021000000,0,2.64000000,0.11000000,-0.11000000,0,0.23552502,0.00981354,-0.00981354,0,,,,,,,,,,0.000000,,,0,12.9000,1.4000,-1.4000,0,482.00,14.00,-13.00,0,0,<a refstr=DAVID_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..222D/abstract target=ref>David et al. 2018</a>,K3,4950.00,100.00,-100.00,0,0.745000,0.025000,-0.025000,0,0.800000,0.032000,-0.032000,0,0.0700,0.0600,-0.0600,0,[Fe/H],4.710000,0.100000,-0.100000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m55.18s,230.4799011,-20d13m54.47s,-20.2317975,67.50620000,0.27990000,-0.27750000,10.8830000,0.0140000,-0.0140000,8.3750000,0.0230000,-0.0230000,10.4191000,0.0003430,-0.0003430,2018-04-25,2018-05,2018-04-26
K2-237 b,K2-237,0,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=SOTO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.478.5356S/abstract target=ref>Soto et al. 2018</a>,2.18056000000,0.00002000000,-0.00002000000,0,0.0370000000,0.0020000000,-0.0020000000,0,18.49485000,0.78463000,-0.89672000,0,1.65000000,0.07000000,-0.08000000,0,508.52800000,34.96130000,-34.96130000,0,1.60000000,0.11000000,-0.11000000,0,Mass,0.000000,,,0,,,,,1884.00,37.00,-36.00,0,0,<a refstr=SOTO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.478.5356S/abstract target=ref>Soto et al. 2018</a>,F6 V,6257.00,100.00,-100.00,0,1.430000,0.060000,-0.070000,0,1.280000,0.030000,-0.040000,0,0.1400,0.0500,-0.0500,0,[Fe/H],4.240000,0.100000,-0.100000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h55m04.52s,253.7688479,-28d42m38.10s,-28.7105836,314.99500000,7.22100000,-6.91000000,11.6020000,0.0340000,-0.0340000,10.2170000,0.0230000,-0.0230000,11.4668000,0.0009490,-0.0009490,2019-05-20,2018-08,2018-06-21
K2-237 b,K2-237,0,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=PATEL__AMP__ESPINOZA_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..228P/abstract target=ref>Patel &amp; Espinoza 2022</a>,2.18055770000,0.00000530000,-0.00000520000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=SMITH_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AcA....69..135S/abstract target=ref>Smith et al. 2019</a>,F9 V,6099.00,110.00,-110.00,0,1.380000,0.040000,-0.040000,0,1.230000,0.050000,-0.050000,0,0.0000,0.0800,-0.0800,0,[Fe/H],4.270000,0.120000,-0.120000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h55m04.52s,253.7688479,-28d42m38.10s,-28.7105836,314.99500000,7.22100000,-6.91000000,11.6020000,0.0340000,-0.0340000,10.2170000,0.0230000,-0.0230000,11.4668000,0.0009490,-0.0009490,2022-05-03,2022-05,2022-05-03
K2-237 b,K2-237,0,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=SMITH_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AcA....69..135S/abstract target=ref>Smith et al. 2019</a>,2.18055770000,0.00000570000,-0.00000570000,0,0.0353000000,0.0012000000,-0.0012000000,0,18.40517800,0.56045000,-0.56045000,0,1.64200000,0.05000000,-0.05000000,0,392.83788000,13.98452000,-13.98452000,0,1.23600000,0.04400000,-0.04400000,0,Mass,0.000000,,,0,,,,,1838.00,38.00,-38.00,0,0,<a refstr=SMITH_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AcA....69..135S/abstract target=ref>Smith et al. 2019</a>,F9 V,6099.00,110.00,-110.00,0,1.380000,0.040000,-0.040000,0,1.230000,0.050000,-0.050000,0,0.0000,0.0800,-0.0800,0,[Fe/H],4.270000,0.120000,-0.120000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h55m04.52s,253.7688479,-28d42m38.10s,-28.7105836,314.99500000,7.22100000,-6.91000000,11.6020000,0.0340000,-0.0340000,10.2170000,0.0230000,-0.0230000,11.4668000,0.0009490,-0.0009490,2019-05-20,2019-06,2019-05-23
K2-237 b,K2-237,0,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=IKWUT_UKWA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..209I/abstract target=ref>Ikwut-Ukwa et al. 2020</a>,2.18053539000,0.00000086000,-0.00000085000,0,0.0355800000,0.0004800000,-0.0006500000,0,16.19697711,0.54924005,-0.50440413,0,1.44500000,0.04900000,-0.04500000,0,433.20011874,34.96112477,-29.24021344,0,1.36300000,0.11000000,-0.09200000,0,Mass,0.042000,0.034000,-0.028000,0,1860.0000,210.0000,-180.0000,0,1828.00,48.00,-46.00,0,0,<a refstr=IKWUT_UKWA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..209I/abstract target=ref>Ikwut-Ukwa et al. 2020</a>,,6360.00,190.00,-200.00,0,1.261000,0.031000,-0.029000,0,1.263000,0.052000,-0.068000,0,0.1370,0.0500,-0.0490,0,[Fe/H],4.339000,0.022000,-0.031000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h55m04.52s,253.7688479,-28d42m38.10s,-28.7105836,314.99500000,7.22100000,-6.91000000,11.6020000,0.0340000,-0.0340000,10.2170000,0.0230000,-0.0230000,11.4668000,0.0009490,-0.0009490,2022-02-15,2020-11,2022-02-15
K2-237 b,K2-237,0,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=IVSHINA__AMP__WINN_2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..259...62I/abstract target=ref>Ivshina &amp; Winn 2022</a>,2.18053380000,0.00000110000,-0.00000110000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h55m04.52s,253.7688479,-28d42m38.10s,-28.7105836,314.99500000,7.22100000,-6.91000000,11.6020000,0.0340000,-0.0340000,10.2170000,0.0230000,-0.0230000,11.4668000,0.0009490,-0.0009490,2022-10-18,2022-04,2022-10-18
K2-237 b,K2-237,0,1,1,Transit,2018,K2,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,2.18052771326,0.00000272392,-0.00000272392,0,,,,,16.80885305,0.88213754,-0.88213754,0,1.49958801,0.07869918,-0.07869918,0,,,,,,,,,,,,,,1770.4651,,,0,1654.40,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,6599.00,200.00,-200.00,0,1.271460,0.063558,-0.063558,0,,,,,,,,,,4.210170,1.964110,-1.964110,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h55m04.52s,253.7688479,-28d42m38.10s,-28.7105836,314.99500000,7.22100000,-6.91000000,11.6020000,0.0340000,-0.0340000,10.2170000,0.0230000,-0.0230000,11.4668000,0.0009490,-0.0009490,2022-08-08,2017-07,2022-08-08
